onset	duration	trial_idx	condition	day	rep	tested	wordID	picID	word	pic	run	real_onsest	pic_rating	rating_RT	cat_group	exp_phase	rounded_onset
0.0074153	4	OLD3_T_07	OLD3_T	O	3	TRUE	word112	face26	qqskate	qqGeorge_Clooney_A	2	0.0074153	4	5.4372	FSO	D1S	0
10.128	4	OLD1_T_14	OLD1_T	O	1	TRUE	word38	scene03	qqdive	qqArlington_Cemetery_A	2	10.128	1	4.8966	FSO	D1S	10
20.1409	4	OLD3_T_18	OLD3_T	O	3	TRUE	word12	face02	qqbury	qqBeyonce_A	2	20.1409	2	5.8764	FSO	D1S	20
30.13	4	OLD1_T_06	OLD1_T	O	1	TRUE	word18	scene29	qqchill	qqTaj_Mahal_A	2	30.13	3	4.7715	FSO	D1S	30
40.1306	4	OLD3_T_09	OLD3_T	O	3	TRUE	word84	face07	qqnap	qqKeira_Knightly_A	2	40.1306	3	4.556	FSO	D1S	40
50.1245	4	OLD3_T_17	OLD3_T	O	3	TRUE	word21	face09	qqcommand	qqMadonna_A	2	50.1245	2	4.7481	FSO	D1S	50
60.1278	4	OLD3_T_02	OLD3_T	O	3	TRUE	word03	face32	qqadopt	qqMatt_Damon_A	2	60.1278	2	5.088	FSO	D1S	60
70.1419	4	OLD1_T_12	OLD1_T	O	1	TRUE	word126	scene34	qqthrow	qqWashington_Monument_A	2	70.1419	4	5.192	FSO	D1S	70
80.132	4	OLD3_T_14	OLD3_T	O	3	TRUE	word97	face06	qqpunch	qqJulianne_Moore_A	2	80.132	3	5.3294	FSO	D1S	80
90.1316	4	OLD3_T_18	OLD3_T	O	3	TRUE	word12	face02	qqbury	qqBeyonce_A	2	90.1316	2	5.4751	FSO	D1S	90
100.1238	4	OLD3_T_02	OLD3_T	O	3	TRUE	word03	face32	qqadopt	qqMatt_Damon_A	2	100.1238	2	4.6815	FSO	D1S	100
110.1284	4	OLD3_T_13	OLD3_T	O	3	TRUE	word14	face11	qqcarve	qqNicole_Kidman_A	2	110.1284	1	5.3735	FSO	D1S	110
120.1313	4	OLD3_T_17	OLD3_T	O	3	TRUE	word21	face09	qqcommand	qqMadonna_A	2	120.1313	2	5.7775	FSO	D1S	120
130.1338	4	OLD3_T_05	OLD3_T	O	3	TRUE	word102	face05	qqrepel	qqJennifer_Lopez_A	2	130.1338	1	5.4879	FSO	D1S	130
140.1336	4	OLD3_T_14	OLD3_T	O	3	TRUE	word97	face06	qqpunch	qqJulianne_Moore_A	2	140.1336	2	5.2498	FSO	D1S	140
150.1336	4	OLD3_T_04	OLD3_T	O	3	TRUE	word62	face19	qqhide	qqAdam_Levine_A	2	150.1336	2	5.8802	FSO	D1S	150
160.1336	4	OLD3_T_02	OLD3_T	O	3	TRUE	word03	face32	qqadopt	qqMatt_Damon_A	2	160.1336	2	5.0598	FSO	D1S	160
170.1416	4	OLD3_T_18	OLD3_T	O	3	TRUE	word12	face02	qqbury	qqBeyonce_A	2	170.1416	2	4.8778	FSO	D1S	170
180.1346	4	OLD3_T_03	OLD3_T	O	3	TRUE	word129	face03	qqtravel	qqEmma_Stone_A	2	180.1346	3	5.3889	FSO	D1S	180
190.1347	4	OLD3_T_17	OLD3_T	O	3	TRUE	word21	face09	qqcommand	qqMadonna_A	2	190.1347	3	5.8589	FSO	D1S	190
200.1239	4	OLD3_T_09	OLD3_T	O	3	TRUE	word84	face07	qqnap	qqKeira_Knightly_A	2	200.1239	2	4.8841	FSO	D1S	200
210.1356	4	OLD1_T_17	OLD1_T	O	1	TRUE	word136	scene26	qqwarn	qqSahara_Desert_A	2	210.1356	1	5.2348	FSO	D1S	210
220.1309	4	OLD3_T_12	OLD3_T	O	3	TRUE	word39	face33	qqdodge	qqMichael_Phelps_A	2	220.1309	2	6.3189	FSO	D1S	220
230.1459	4	OLD3_T_09	OLD3_T	O	3	TRUE	word84	face07	qqnap	qqKeira_Knightly_A	2	230.1459	2	5.3042	FSO	D1S	230
240.1469	4	OLD3_T_13	OLD3_T	O	3	TRUE	word14	face11	qqcarve	qqNicole_Kidman_A	2	240.1469	1	5.5605	FSO	D1S	240
250.1412	4	OLD1_T_10	OLD1_T	O	1	TRUE	word47	scene02	qqexercise	qqAmazon_A	2	250.1412	3	5.0501	FSO	D1S	250
260.136	4	OLD1_T_16	OLD1_T	O	1	TRUE	word55	scene12	qqfossilize	qqDubai_A	2	260.136	2	6.4193	FSO	D1S	260
270.1314	4	OLD3_T_08	OLD3_T	O	3	TRUE	word53	face23	qqfly	qqBruce_Willis_A	2	270.1314	3	5.2393	FSO	D1S	270
280.1453	4	OLD3_T_07	OLD3_T	O	3	TRUE	word112	face26	qqskate	qqGeorge_Clooney_A	2	280.1453	2	5.5429	FSO	D1S	280
290.1482	4	OLD1_T_07	OLD1_T	O	1	TRUE	word86	scene01	qqnurture	qqAlcatraz_A	2	290.1482	1	5.1443	FSO	D1S	290
300.1374	4	OLD3_T_15	OLD3_T	O	3	TRUE	word44	face16	qqembarrass	qqTaylor_Swift_A	2	300.1374	3	4.9435	FSO	D1S	300
310.1448	4	OLD1_T_13	OLD1_T	O	1	TRUE	word22	scene16	qqcomplain	qqGreat_Pyramids_A	2	310.1448	3	5.4164	FSO	D1S	310
320.1385	4	OLD1_T_04	OLD1_T	O	1	TRUE	word80	scene35	qqmarry	qqWhite_House_A	2	320.1385	2	5.5919	FSO	D1S	320
330.1379	4	OLD3_T_06	OLD3_T	O	3	TRUE	word69	face27	qqinspire	qqJoe_Biden_A	2	330.1379	3	5.1378	FSO	D1S	330
340.148	4	OLD3_T_10	OLD3_T	O	3	TRUE	word31	face10	qqdebate	qqMiley_Cyrus_A	2	340.148	2	5.6965	FSO	D1S	340
350.1382	4	OLD3_T_15	OLD3_T	O	3	TRUE	word44	face16	qqembarrass	qqTaylor_Swift_A	2	350.1382	3	2.3793	FSO	D1S	350
360.1393	4	OLD1_T_18	OLD1_T	O	1	TRUE	word94	scene25	qqprint	qqRodeo_Drive_A	2	360.1393	1	4.9672	FSO	D1S	360
370.1482	4	OLD3_T_04	OLD3_T	O	3	TRUE	word62	face19	qqhide	qqAdam_Levine_A	2	370.1482	2	5.4203	FSO	D1S	370
