onset	duration	trial_idx	condition	day	rep	tested	wordID	picID	word	pic	run	real_onsest	pic_rating	rating_RT	cat_group	exp_phase	rounded_onset
0.011747	4	OLD3_R_08	OLD3_R	O	3	R	word62	face13	qqhide	qqReese_Witherspoon_A	2	0.011747	2	3.3559	FSO	D1S	0
10.1167	4	OLD3_R_14	OLD3_R	O	3	R	word110	face25	qqseize	qqDr._Phil_A	2	10.1167	3	3.8508	FSO	D1S	10
20.1196	4	OLD3_R_10	OLD3_R	O	3	R	word65	face18	qqimitate	qqTyra_Banks_A	2	20.1196	4	3.0408	FSO	D1S	20
30.1239	4	OLD3_R_06	OLD3_R	O	3	R	word139	face16	qqwrap	qqTaylor_Swift_A	2	30.1239	4	3.272	FSO	D1S	30
40.127	4	OLD1_R_16	OLD1_R	O	1	R	word120	scene22	qqstretch	qqMississippi_River_A	2	40.127	4	2.5908	FSO	D1S	40
50.1296	4	OLD1_R_08	OLD1_R	O	1	R	word140	scene14	qqwipe	qqForbidden_City_A	2	50.1296	2	4.5511	FSO	D1S	50
60.1169	4	OLD1_R_15	OLD1_R	O	1	R	word01	scene01	qqabandon	qqAlcatraz_A	2	60.1169	3	2.9947	FSO	D1S	60
70.12	4	OLD3_R_08	OLD3_R	O	3	R	word62	face13	qqhide	qqReese_Witherspoon_A	2	70.12	3	1.9585	FSO	D1S	70
80.1299	4	OLD3_R_03	OLD3_R	O	3	R	word59	face09	qqgrow	qqMadonna_A	2	80.1299	4	2.7789	FSO	D1S	80
90.1137	4	OLD3_R_05	OLD3_R	O	3	R	word117	face15	qqspray	qqSofia_Vergara_A	2	90.1137	2	3.4105	FSO	D1S	90
100.1298	4	OLD3_R_09	OLD3_R	O	3	R	word90	face30	qqpay	qqKanye_West_A	2	100.1298	4	2.0743	FSO	D1S	100
110.131	4	OLD3_R_13	OLD3_R	O	3	R	word08	face21	qqbathe	qqBen_Affleck_A	2	110.131	3	2.9469	FSO	D1S	110
120.1195	4	OLD1_R_04	OLD1_R	O	1	R	word26	scene24	qqcrawl	qqPalace_of_Versailles_A	2	120.1195	2	3.4492	FSO	D1S	120
130.1233	4	OLD3_R_16	OLD3_R	O	3	R	word74	face29	qqkiss	qqJon_Stewart_A	2	130.1233	2	3.4763	FSO	D1S	130
140.1271	4	OLD3_R_13	OLD3_R	O	3	R	word08	face21	qqbathe	qqBen_Affleck_A	2	140.1271	3	2.6625	FSO	D1S	140
150.1298	4	OLD1_R_07	OLD1_R	O	1	R	word118	scene25	qqspy	qqRodeo_Drive_A	2	150.1298	3	3.7984	FSO	D1S	150
160.1324	4	OLD3_R_04	OLD3_R	O	3	R	word39	face34	qqdodge	qqOwen_Wilson_A	2	160.1324	3	2.8424	FSO	D1S	160
170.1328	4	OLD3_R_08	OLD3_R	O	3	R	word62	face13	qqhide	qqReese_Witherspoon_A	2	170.1328	3	2.0958	FSO	D1S	170
180.1236	4	OLD3_R_09	OLD3_R	O	3	R	word90	face30	qqpay	qqKanye_West_A	2	180.1236	3	2.0673	FSO	D1S	180
190.127	4	OLD1_R_11	OLD1_R	O	1	R	word82	scene28	qqmelt	qqStonehenge_A	2	190.127	1	2.2013	FSO	D1S	190
200.1303	4	OLD3_R_15	OLD3_R	O	3	R	word69	face11	qqinspire	qqNicole_Kidman_A	2	200.1303	4	2.2638	FSO	D1S	200
210.1337	4	OLD3_R_01	OLD3_R	O	3	R	word07	face03	qqbalance	qqEmma_Stone_A	2	210.1337	2	3.5531	FSO	D1S	210
220.1343	4	OLD1_R_12	OLD1_R	O	1	R	word79	scene32	qqmarch	qqUS_Capitol_A	2	220.1343	2	3.9057	FSO	D1S	220
230.1347	4	OLD3_R_17	OLD3_R	O	3	R	word111	face12	qqshrink	qqOprah_Winfrey_A	2	230.1347	2	2.6723	FSO	D1S	230
240.1272	4	OLD3_R_12	OLD3_R	O	3	R	word04	face14	qqannoy	qqSarah_Palin_A	2	240.1272	4	2.8373	FSO	D1S	240
250.1304	4	OLD3_R_11	OLD3_R	O	3	R	word96	face32	qqpublicize	qqMatt_Damon_A	2	250.1304	4	2.7608	FSO	D1S	250
260.1337	4	OLD3_R_05	OLD3_R	O	3	R	word117	face15	qqspray	qqSofia_Vergara_A	2	260.1337	3	3.0224	FSO	D1S	260
270.1356	4	OLD1_R_06	OLD1_R	O	1	R	word93	scene09	qqpray	qqColosseum_A	2	270.1356	2	3.7536	FSO	D1S	270
280.1351	4	OLD3_R_02	OLD3_R	O	3	R	word11	face36	qqbribe	qqTom_Hanks_A	2	280.1351	2	3.1886	FSO	D1S	280
290.1356	4	OLD3_R_17	OLD3_R	O	3	R	word111	face12	qqshrink	qqOprah_Winfrey_A	2	290.1356	2	1.9464	FSO	D1S	290
300.1305	4	OLD3_R_16	OLD3_R	O	3	R	word74	face29	qqkiss	qqJon_Stewart_A	2	300.1305	1	2.0608	FSO	D1S	300
