onset	duration	trial_idx	condition	day	rep	tested	wordID	picID	word	pic	run	real_onsest	pic_rating	rating_RT	cat_group	exp_phase	rounded_onset
0.11162	4	OLD1_T_16	OLD1_T	O	1	TRUE	word91	face28	qqpinch	qqJohnny_Depp_A	1	0.11162	1	3.2987	OFS	D1S	0
10.1448	4	OLD3_T_17	OLD3_T	O	3	TRUE	word75	object17	qqlaunch	qqLighter_A	1	10.1448	2	1.6894	OFS	D1S	10
20.1279	4	OLD3_T_10	OLD3_T	O	3	TRUE	word18	object20	qqchill	qqMicrophone_A	1	20.1279	1	1.2311	OFS	D1S	20
30.1219	4	OLD1_T_07	OLD1_T	O	1	TRUE	word102	face07	qqrepel	qqKeira_Knightly_A	1	30.1219	3	1.6076	OFS	D1S	30
40.126	4	OLD3_T_07	OLD3_T	O	3	TRUE	word131	object13	qquntangle	qqHandbag_A	1	40.126	1	1.311	OFS	D1S	40
50.1373	4	OLD3_T_11	OLD3_T	O	3	TRUE	word98	object25	qqquieted	qqPlunger_A	1	50.1373	2	1.4022	OFS	D1S	50
60.1274	4	OLD3_T_14	OLD3_T	O	3	TRUE	word03	object33	qqadopt	qqTraffic_Cone_A	1	60.1274	2	1.4993	OFS	D1S	60
70.127	4	OLD3_T_03	OLD3_T	O	3	TRUE	word17	object18	qqcheat	qqMakeup_Brush_A	1	70.127	3	1.9164	OFS	D1S	70
80.1222	4	OLD3_T_05	OLD3_T	O	3	TRUE	word97	object01	qqpunch	qqBaseball_Bat_A	1	80.1222	4	1.4581	OFS	D1S	80
90.1256	4	OLD1_T_08	OLD1_T	O	1	TRUE	word104	face12	qqretire	qqOprah_Winfrey_A	1	90.1256	4	1.4213	OFS	D1S	90
100.1357	4	OLD3_T_01	OLD3_T	O	3	TRUE	word135	object04	qqwander	qqBottle_A	1	100.1357	1	2.1985	OFS	D1S	100
110.1274	4	OLD3_T_14	OLD3_T	O	3	TRUE	word03	object33	qqadopt	qqTraffic_Cone_A	1	110.1274	2	1.3361	OFS	D1S	110
120.1269	4	OLD3_T_05	OLD3_T	O	3	TRUE	word97	object01	qqpunch	qqBaseball_Bat_A	1	120.1269	4	1.1032	OFS	D1S	120
130.1219	4	OLD3_T_15	OLD3_T	O	3	TRUE	word93	object10	qqpray	qqFrisbee_A	1	130.1219	1	1.7606	OFS	D1S	130
140.1258	4	OLD3_T_18	OLD3_T	O	3	TRUE	word52	object28	qqfloss	qqScrew_A	1	140.1258	1	1.4924	OFS	D1S	140
150.1458	4	OLD1_T_05	OLD1_T	O	1	TRUE	word16	face03	qqchase	qqEmma_Stone_A	1	150.1458	3	1.5527	OFS	D1S	150
160.1323	4	OLD1_T_18	OLD1_T	O	1	TRUE	word69	face16	qqinspire	qqTaylor_Swift_A	1	160.1323	3	1.8616	OFS	D1S	160
170.1263	4	OLD3_T_04	OLD3_T	O	3	TRUE	word64	object29	qqignore	qqSewing_Machine_A	1	170.1263	2	1.5686	OFS	D1S	170
180.1391	4	OLD3_T_11	OLD3_T	O	3	TRUE	word98	object25	qqquieted	qqPlunger_A	1	180.1391	2	1.4932	OFS	D1S	180
190.1246	4	OLD3_T_13	OLD3_T	O	3	TRUE	word113	object21	qqsmoke	qqMug_A	1	190.1246	4	2.2291	OFS	D1S	190
200.1422	4	OLD3_T_02	OLD3_T	O	3	TRUE	word121	object06	qqsurprise	qqCalculator_A	1	200.1422	4	1.682	OFS	D1S	200
210.1323	4	OLD3_T_08	OLD3_T	O	3	TRUE	word130	object15	qqtrespass	qqIron_A	1	210.1323	1	1.9642	OFS	D1S	210
220.1357	4	OLD3_T_03	OLD3_T	O	3	TRUE	word17	object18	qqcheat	qqMakeup_Brush_A	1	220.1357	3	1.6989	OFS	D1S	220
230.1392	4	OLD3_T_16	OLD3_T	O	3	TRUE	word57	object31	qqgraduate	qqTeapot_A	1	230.1392	1	1.6352	OFS	D1S	230
240.1418	4	OLD3_T_14	OLD3_T	O	3	TRUE	word03	object33	qqadopt	qqTraffic_Cone_A	1	240.1418	2	1.61	OFS	D1S	240
250.1283	4	OLD3_T_12	OLD3_T	O	3	TRUE	word80	object07	qqmarry	qqCrowbar_A	1	250.1283	1	1.6465	OFS	D1S	250
260.132	4	OLD3_T_01	OLD3_T	O	3	TRUE	word135	object04	qqwander	qqBottle_A	1	260.132	1	1.8766	OFS	D1S	260
270.1357	4	OLD3_T_04	OLD3_T	O	3	TRUE	word64	object29	qqignore	qqSewing_Machine_A	1	270.1357	2	2.3596	OFS	D1S	270
280.1386	4	OLD3_T_05	OLD3_T	O	3	TRUE	word97	object01	qqpunch	qqBaseball_Bat_A	1	280.1386	4	1.3282	OFS	D1S	280
290.1421	4	OLD3_T_12	OLD3_T	O	3	TRUE	word80	object07	qqmarry	qqCrowbar_A	1	290.1421	1	2.0675	OFS	D1S	290
300.1405	4	OLD3_T_11	OLD3_T	O	3	TRUE	word98	object25	qqquieted	qqPlunger_A	1	300.1405	2	1.8168	OFS	D1S	300
310.1319	4	OLD3_T_18	OLD3_T	O	3	TRUE	word52	object28	qqfloss	qqScrew_A	1	310.1319	1	1.5897	OFS	D1S	310
320.1356	4	OLD3_T_13	OLD3_T	O	3	TRUE	word113	object21	qqsmoke	qqMug_A	1	320.1356	4	2.5868	OFS	D1S	320
330.1388	4	OLD3_T_12	OLD3_T	O	3	TRUE	word80	object07	qqmarry	qqCrowbar_A	1	330.1388	1	1.1116	OFS	D1S	330
340.1416	4	OLD3_T_06	OLD3_T	O	3	TRUE	word129	object35	qqtravel	qqWallet_A	1	340.1416	4	2.2598	OFS	D1S	340
350.1407	4	OLD3_T_09	OLD3_T	O	3	TRUE	word63	object23	qqhunt	qqUmbrella_A	1	350.1407	4	2.3178	OFS	D1S	350
360.1313	4	OLD1_T_11	OLD1_T	O	1	TRUE	word39	face33	qqdodge	qqMichael_Phelps_A	1	360.1313	1	2.1588	OFS	D1S	360
370.1358	4	OLD3_T_02	OLD3_T	O	3	TRUE	word121	object06	qqsurprise	qqCalculator_A	1	370.1358	4	1.592	OFS	D1S	370
380.1392	4	OLD3_T_06	OLD3_T	O	3	TRUE	word129	object35	qqtravel	qqWallet_A	1	380.1392	4	3.5103	OFS	D1S	380
390.1404	4	OLD3_T_01	OLD3_T	O	3	TRUE	word135	object04	qqwander	qqBottle_A	1	390.1404	1	1.4386	OFS	D1S	390
400.1399	4	OLD3_T_08	OLD3_T	O	3	TRUE	word130	object15	qqtrespass	qqIron_A	1	400.1399	1	1.42	OFS	D1S	400
410.1489	4	OLD3_T_17	OLD3_T	O	3	TRUE	word75	object17	qqlaunch	qqLighter_A	1	410.1489	2	4.2581	OFS	D1S	410
420.1401	4	OLD3_T_18	OLD3_T	O	3	TRUE	word52	object28	qqfloss	qqScrew_A	1	420.1401	1	1.3073	OFS	D1S	420
430.1383	4	OLD1_T_06	OLD1_T	O	1	TRUE	word09	face34	qqbleach	qqOwen_Wilson_A	1	430.1383	4	1.78	OFS	D1S	430
440.14	4	OLD1_T_12	OLD1_T	O	1	TRUE	word95	face15	qqprotect	qqSofia_Vergara_A	1	440.14	3	1.9033	OFS	D1S	440
450.1399	4	OLD3_T_02	OLD3_T	O	3	TRUE	word121	object06	qqsurprise	qqCalculator_A	1	450.1399	4	1.1673	OFS	D1S	450
