onset	duration	trial_idx	condition	day	rep	tested	wordID	picID	word	pic	run	real_onsest	pic_rating	rating_RT	cat_group	exp_phase	rounded_onset
0.099313	4	OLD3_R_05	OLD3_R	O	3	R	word53	scene15	qqfly	qqGolden_Gate_Bridge_A	1	0.099313	3	2.33	SOF	D1S	0
10.1369	4	OLD3_R_10	OLD3_R	O	3	R	word128	scene11	qqtrade	qqDisney_World_A	1	10.1369	1	3.4215	SOF	D1S	10
20.1224	4	OLD3_R_08	OLD3_R	O	3	R	word140	scene29	qqwipe	qqTaj_Mahal_A	1	20.1224	1	4.3466	SOF	D1S	20
30.1267	4	OLD3_R_10	OLD3_R	O	3	R	word128	scene11	qqtrade	qqDisney_World_A	1	30.1267	2	2.2787	SOF	D1S	30
40.1228	4	OLD1_R_09	OLD1_R	O	1	R	word42	object17	qqdye	qqLighter_A	1	40.1228	3	2.5303	SOF	D1S	40
50.1227	4	OLD3_R_05	OLD3_R	O	3	R	word53	scene15	qqfly	qqGolden_Gate_Bridge_A	1	50.1227	3	2.0715	SOF	D1S	50
60.119	4	OLD3_R_17	OLD3_R	O	3	R	word118	scene31	qqspy	qqTimes_Square_A	1	60.119	1	2.4386	SOF	D1S	60
70.1223	4	OLD3_R_02	OLD3_R	O	3	R	word08	scene08	qqbathe	qqColorado_River_A	1	70.1223	4	1.8106	SOF	D1S	70
80.1223	4	OLD3_R_07	OLD3_R	O	3	R	word60	scene22	qqhaunt	qqMississippi_River_A	1	80.1223	3	2.6569	SOF	D1S	80
90.1219	4	OLD3_R_14	OLD3_R	O	3	R	word39	scene30	qqdodge	qqTimbuktu_A	1	90.1219	2	2.3956	SOF	D1S	90
100.1218	4	OLD3_R_13	OLD3_R	O	3	R	word81	scene09	qqmeet	qqColosseum_A	1	100.1218	4	2.2998	SOF	D1S	100
110.1359	4	OLD3_R_11	OLD3_R	O	3	R	word85	scene35	qqnegotiate	qqWhite_House_A	1	110.1359	4	2.7147	SOF	D1S	110
120.1378	4	OLD3_R_04	OLD3_R	O	3	R	word33	scene12	qqdecorate	qqDubai_A	1	120.1378	4	2.9142	SOF	D1S	120
130.1271	4	OLD3_R_06	OLD3_R	O	3	R	word34	scene06	qqdeliver	qqBuckingham_Palace_A	1	130.1271	2	2.3764	SOF	D1S	130
140.1383	4	OLD1_R_05	OLD1_R	O	1	R	word31	object10	qqdebate	qqFrisbee_A	1	140.1383	1	2.2945	SOF	D1S	140
150.1327	4	OLD1_R_15	OLD1_R	O	1	R	word69	object21	qqinspire	qqMug_A	1	150.1327	1	2.353	SOF	D1S	150
160.1364	4	OLD3_R_01	OLD3_R	O	3	R	word143	scene03	qqyell	qqArlington_Cemetery_A	1	160.1364	1	2.0595	SOF	D1S	160
170.1212	4	OLD3_R_12	OLD3_R	O	3	R	word19	scene14	qqclean	qqForbidden_City_A	1	170.1212	2	2.3878	SOF	D1S	170
180.1261	4	OLD1_R_14	OLD1_R	O	1	R	word52	object05	qqfloss	qqBucket_A	1	180.1261	1	2.3751	SOF	D1S	180
190.1293	4	OLD3_R_16	OLD3_R	O	3	R	word28	scene36	qqcry	qqYankee_Stadium_A	1	190.1293	4	2.3148	SOF	D1S	190
200.1201	4	OLD3_R_11	OLD3_R	O	3	R	word85	scene35	qqnegotiate	qqWhite_House_A	1	200.1201	3	2.2918	SOF	D1S	200
210.1365	4	OLD3_R_07	OLD3_R	O	3	R	word60	scene22	qqhaunt	qqMississippi_River_A	1	210.1365	3	2.5423	SOF	D1S	210
220.1372	4	OLD3_R_01	OLD3_R	O	3	R	word143	scene03	qqyell	qqArlington_Cemetery_A	1	220.1372	1	2.1519	SOF	D1S	220
230.1258	4	OLD3_R_04	OLD3_R	O	3	R	word33	scene12	qqdecorate	qqDubai_A	1	230.1258	3	2.3128	SOF	D1S	230
240.1303	4	OLD3_R_02	OLD3_R	O	3	R	word08	scene08	qqbathe	qqColorado_River_A	1	240.1303	4	1.8787	SOF	D1S	240
250.1325	4	OLD1_R_16	OLD1_R	O	1	R	word66	object09	qqinfect	qqFork_A	1	250.1325	3	2.6984	SOF	D1S	250
260.1364	4	OLD3_R_13	OLD3_R	O	3	R	word81	scene09	qqmeet	qqColosseum_A	1	260.1364	2	1.8882	SOF	D1S	260
