onset	duration	trial_idx	condition	day	rep	tested	wordID	picID	word	pic	run	real_onsest	pic_rating	rating_RT	cat_group	exp_phase	rounded_onset
0.015023	4	OLD3_T_05	OLD3_T	O	3	TRUE	word10	object33	qqboost	qqTraffic_Cone_A	2	0.015023	1	2.0481	OFS	D1S	0
10.133	4	OLD3_T_03	OLD3_T	O	3	TRUE	word32	object35	qqdecay	qqWallet_A	2	10.133	1	1.9294	OFS	D1S	10
20.119	4	OLD3_T_08	OLD3_T	O	3	TRUE	word34	object15	qqdeliver	qqIron_A	2	20.119	1	2.3468	OFS	D1S	20
30.1299	4	OLD3_T_14	OLD3_T	O	3	TRUE	word18	object19	qqchill	qqMegaphone_A	2	30.1299	1	1.8893	OFS	D1S	30
40.1698	4	OLD3_T_18	OLD3_T	O	3	TRUE	word114	object05	qqsnap	qqBucket_A	2	40.1698	1	3.3897	OFS	D1S	40
50.1291	4	OLD3_T_12	OLD3_T	O	3	TRUE	word73	object32	qqjump	qqToothbrush_A	2	50.1291	1	1.8944	OFS	D1S	50
60.1197	4	OLD1_T_17	OLD1_T	O	1	TRUE	word03	face07	qqadopt	qqKeira_Knightly_A	2	60.1197	1	2.8904	OFS	D1S	60
70.1451	4	OLD3_T_10	OLD3_T	O	3	TRUE	word85	object11	qqnegotiate	qqFrying_Pan_A	2	70.1451	1	2.0157	OFS	D1S	70
80.1229	4	OLD3_T_01	OLD3_T	O	3	TRUE	word104	object27	qqretire	qqRolling_Pin_A	2	80.1229	1	1.8047	OFS	D1S	80
90.126	4	OLD3_T_09	OLD3_T	O	3	TRUE	word127	object23	qqtickle	qqUmbrella_A	2	90.126	1	1.8543	OFS	D1S	90
100.1298	4	OLD3_T_15	OLD3_T	O	3	TRUE	word143	object20	qqyell	qqMicrophone_A	2	100.1298	4	2.4481	OFS	D1S	100
110.1328	4	OLD1_T_04	OLD1_T	O	1	TRUE	word71	face08	qqinvade	qqLea_Michele_A	2	110.1328	1	2.4169	OFS	D1S	110
120.1199	4	OLD3_T_14	OLD3_T	O	3	TRUE	word18	object19	qqchill	qqMegaphone_A	2	120.1199	1	1.3362	OFS	D1S	120
130.1359	4	OLD1_T_11	OLD1_T	O	1	TRUE	word128	face03	qqtrade	qqEmma_Stone_A	2	130.1359	2	2.4578	OFS	D1S	130
140.1361	4	OLD1_T_09	OLD1_T	O	1	TRUE	word72	face35	qqjuggle	qqSteve_Carell_A	2	140.1361	2	2.2011	OFS	D1S	140
150.1293	4	OLD1_T_07	OLD1_T	O	1	TRUE	word101	face26	qqrent	qqGeorge_Clooney_A	2	150.1293	2	2.7704	OFS	D1S	150
160.1328	4	OLD1_T_03	OLD1_T	O	1	TRUE	word67	face06	qqinherit	qqJulianne_Moore_A	2	160.1328	1	2.8442	OFS	D1S	160
170.1196	4	OLD3_T_18	OLD3_T	O	3	TRUE	word114	object05	qqsnap	qqBucket_A	2	170.1196	1	1.6095	OFS	D1S	170
180.1359	4	OLD1_T_18	OLD1_T	O	1	TRUE	word54	face34	qqforgive	qqOwen_Wilson_A	2	180.1359	1	2.5547	OFS	D1S	180
190.1356	4	OLD1_T_12	OLD1_T	O	1	TRUE	word135	face28	qqwander	qqJohnny_Depp_A	2	190.1356	3	2.9092	OFS	D1S	190
200.13	4	OLD1_T_15	OLD1_T	O	1	TRUE	word48	face15	qqexplode	qqSofia_Vergara_A	2	200.13	2	2.3047	OFS	D1S	200
210.1337	4	OLD1_T_10	OLD1_T	O	1	TRUE	word49	face13	qqfaint	qqReese_Witherspoon_A	2	210.1337	1	2.2512	OFS	D1S	210
220.1448	4	OLD3_T_06	OLD3_T	O	3	TRUE	word105	object07	qqrub	qqCrowbar_A	2	220.1448	1	2.4778	OFS	D1S	220
230.1226	4	OLD3_T_17	OLD3_T	O	3	TRUE	word131	object36	qquntangle	qqWater_Gun_A	2	230.1226	2	2.9122	OFS	D1S	230
240.1346	4	OLD3_T_04	OLD3_T	O	3	TRUE	word23	object02	qqconnect	qqBasket_A	2	240.1346	2	2.6007	OFS	D1S	240
250.1352	4	OLD3_T_18	OLD3_T	O	3	TRUE	word114	object05	qqsnap	qqBucket_A	2	250.1352	1	1.723	OFS	D1S	250
260.1427	4	OLD3_T_10	OLD3_T	O	3	TRUE	word85	object11	qqnegotiate	qqFrying_Pan_A	2	260.1427	1	2.0799	OFS	D1S	260
270.135	4	OLD3_T_07	OLD3_T	O	3	TRUE	word04	object30	qqannoy	qqTape_A	2	270.135	2	2.2402	OFS	D1S	270
280.1349	4	OLD3_T_12	OLD3_T	O	3	TRUE	word73	object32	qqjump	qqToothbrush_A	2	280.1349	1	1.3708	OFS	D1S	280
290.1264	4	OLD3_T_13	OLD3_T	O	3	TRUE	word76	object17	qqlick	qqLighter_A	2	290.1264	1	1.9727	OFS	D1S	290
300.13	4	OLD1_T_02	OLD1_T	O	1	TRUE	word130	face09	qqtrespass	qqMadonna_A	2	300.13	1	2.2904	OFS	D1S	300
310.1328	4	OLD1_T_08	OLD1_T	O	1	TRUE	word140	face19	qqwipe	qqAdam_Levine_A	2	310.1328	1	4.1425	OFS	D1S	310
320.1346	4	OLD3_T_06	OLD3_T	O	3	TRUE	word105	object07	qqrub	qqCrowbar_A	2	320.1346	1	2.5734	OFS	D1S	320
330.1339	4	OLD1_T_06	OLD1_T	O	1	TRUE	word17	face32	qqcheat	qqMatt_Damon_A	2	330.1339	1	1.5479	OFS	D1S	330
340.1344	4	OLD3_T_11	OLD3_T	O	3	TRUE	word134	object03	qqvote	qqBasketball_A	2	340.1344	2	3.3972	OFS	D1S	340
350.1292	4	OLD3_T_17	OLD3_T	O	3	TRUE	word131	object36	qquntangle	qqWater_Gun_A	2	350.1292	2	2.2122	OFS	D1S	350
360.1337	4	OLD3_T_07	OLD3_T	O	3	TRUE	word04	object30	qqannoy	qqTape_A	2	360.1337	3	2.1994	OFS	D1S	360
370.1343	4	OLD3_T_09	OLD3_T	O	3	TRUE	word127	object23	qqtickle	qqUmbrella_A	2	370.1343	1	1.3878	OFS	D1S	370
380.1396	4	OLD3_T_13	OLD3_T	O	3	TRUE	word76	object17	qqlick	qqLighter_A	2	380.1396	1	2.5267	OFS	D1S	380
390.1342	4	OLD3_T_02	OLD3_T	O	3	TRUE	word28	object01	qqcry	qqBaseball_Bat_A	2	390.1342	1	1.2984	OFS	D1S	390
400.1337	4	OLD3_T_16	OLD3_T	O	3	TRUE	word25	object22	qqcrave	qqPaintbrush_A	2	400.1337	1	1.9063	OFS	D1S	400
410.1502	4	OLD3_T_05	OLD3_T	O	3	TRUE	word10	object33	qqboost	qqTraffic_Cone_A	2	410.1502	1	4.369	OFS	D1S	410
420.133	4	OLD3_T_02	OLD3_T	O	3	TRUE	word28	object01	qqcry	qqBaseball_Bat_A	2	420.133	1	0.86416	OFS	D1S	420
430.1328	4	OLD3_T_03	OLD3_T	O	3	TRUE	word32	object35	qqdecay	qqWallet_A	2	430.1328	1	1.4236	OFS	D1S	430
440.1436	4	OLD3_T_08	OLD3_T	O	3	TRUE	word34	object15	qqdeliver	qqIron_A	2	440.1436	1	2.5116	OFS	D1S	440
450.1336	4	OLD3_T_03	OLD3_T	O	3	TRUE	word32	object35	qqdecay	qqWallet_A	2	450.1336	1	0.98423	OFS	D1S	450
460.1499	4	OLD3_T_16	OLD3_T	O	3	TRUE	word25	object22	qqcrave	qqPaintbrush_A	2	460.1499	1	2.0861	OFS	D1S	460
470.1371	4	OLD3_T_02	OLD3_T	O	3	TRUE	word28	object01	qqcry	qqBaseball_Bat_A	2	470.1371	1	1.0501	OFS	D1S	470
480.1403	4	OLD3_T_01	OLD3_T	O	3	TRUE	word104	object27	qqretire	qqRolling_Pin_A	2	480.1403	1	1.0322	OFS	D1S	480
490.1442	4	OLD3_T_04	OLD3_T	O	3	TRUE	word23	object02	qqconnect	qqBasket_A	2	490.1442	1	1.3475	OFS	D1S	490
500.147	4	OLD3_T_17	OLD3_T	O	3	TRUE	word131	object36	qquntangle	qqWater_Gun_A	2	500.147	1	0.90283	OFS	D1S	500
510.1494	4	OLD3_T_04	OLD3_T	O	3	TRUE	word23	object02	qqconnect	qqBasket_A	2	510.1494	1	3.4764	OFS	D1S	510
520.1318	4	OLD1_T_05	OLD1_T	O	1	TRUE	word88	face24	qqpaddle	qqDaniel_Radcliffe_A	2	520.1318	2	2.2035	OFS	D1S	520
530.1405	4	OLD3_T_09	OLD3_T	O	3	TRUE	word127	object23	qqtickle	qqUmbrella_A	2	530.1405	1	1.1485	OFS	D1S	530
540.1441	4	OLD3_T_15	OLD3_T	O	3	TRUE	word143	object20	qqyell	qqMicrophone_A	2	540.1441	4	1.5606	OFS	D1S	540
550.1482	4	OLD1_T_13	OLD1_T	O	1	TRUE	word82	face22	qqmelt	qqBradley_Cooper_A	2	550.1482	3	2.3349	OFS	D1S	550
560.149	4	OLD1_T_01	OLD1_T	O	1	TRUE	word21	face20	qqcommand	qqAlec_Baldwin_A	2	560.149	1	2.2765	OFS	D1S	560
570.1375	4	OLD3_T_16	OLD3_T	O	3	TRUE	word25	object22	qqcrave	qqPaintbrush_A	2	570.1375	1	1.3617	OFS	D1S	570
580.1399	4	OLD3_T_05	OLD3_T	O	3	TRUE	word10	object33	qqboost	qqTraffic_Cone_A	2	580.1399	1	1.4436	OFS	D1S	580
590.1438	4	OLD3_T_07	OLD3_T	O	3	TRUE	word04	object30	qqannoy	qqTape_A	2	590.1438	3	3.1571	OFS	D1S	590
600.1467	4	OLD3_T_11	OLD3_T	O	3	TRUE	word134	object03	qqvote	qqBasketball_A	2	600.1467	2	2.3637	OFS	D1S	600
610.1489	4	OLD3_T_13	OLD3_T	O	3	TRUE	word76	object17	qqlick	qqLighter_A	2	610.1489	1	1.4199	OFS	D1S	610
620.1484	4	OLD3_T_10	OLD3_T	O	3	TRUE	word85	object11	qqnegotiate	qqFrying_Pan_A	2	620.1484	1	1.1793	OFS	D1S	620
630.1399	4	OLD3_T_08	OLD3_T	O	3	TRUE	word34	object15	qqdeliver	qqIron_A	2	630.1399	1	1.8661	OFS	D1S	630
640.1434	4	OLD1_T_16	OLD1_T	O	1	TRUE	word43	face30	qqeat	qqKanye_West_A	2	640.1434	1	2.3568	OFS	D1S	640
650.147	4	OLD3_T_11	OLD3_T	O	3	TRUE	word134	object03	qqvote	qqBasketball_A	2	650.147	1	1.297	OFS	D1S	650
660.148	4	OLD3_T_15	OLD3_T	O	3	TRUE	word143	object20	qqyell	qqMicrophone_A	2	660.148	4	1.3044	OFS	D1S	660
670.148	4	OLD3_T_14	OLD3_T	O	3	TRUE	word18	object19	qqchill	qqMegaphone_A	2	670.148	1	2.4158	OFS	D1S	670
680.1406	4	OLD3_T_01	OLD3_T	O	3	TRUE	word104	object27	qqretire	qqRolling_Pin_A	2	680.1406	1	1.0826	OFS	D1S	680
